file,backend,precision,n_qubits,n_lines,n_nonempty_lines,n_qreg_declarations,n_classical_bits,n_measure,n_barrier,n_cx,n_cz,n_cp,n_cy,n_ch,n_swap,n_ccx,n_cswap,n_2q_gates,n_3q_gates,n_x,n_y,n_z,n_h,n_s,n_sdg,n_t,n_tdg,n_rx,n_ry,n_rz,n_u1,n_u2,n_u3,n_u,n_1q_gates,n_total_gates,n_unique_edges,n_edge_repetitions,max_qubit_degree,avg_qubit_degree,qubit_degree_std,n_connected_components,crude_depth,gates_per_layer_estimate,avg_gate_span,max_gate_span,std_gate_span,entanglement_pressure,midpoint_cut_crossings,has_qft_pattern,n_qft_like_gates,has_iqft_pattern,has_grover_pattern,has_variational_pattern,n_rotation_gates,has_ghz_pattern,n_custom_gates,n_opaque_gates,ratio_2q_gates,ratio_1q_gates,gates_per_qubit,2q_gates_per_qubit,1q_gates_per_qubit,circuit_density,max_fidelity_achieved,n_thresholds_tested,threshold_runtime,min_threshold,forward_runtime
graphstate_indep_qiskit_44.qasm,CPU,single,44,137,137,1,44,44,1,0,44,0,0,0,0,0,0,44,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,44,88,44,0,2,2.0,0.0,4,3.1136363636363638,28.262773722627735,8.681818181818182,43,10.038047454271915,1.0,12,0,0,0,0,0,0,0,0,0,0.5,0.5,2.0,1.0,1.0,0.014598540145985401,1.0,7,672.9100800002925,64,363257.8289997764
qpeinexact_indep_qiskit_13.qasm,CPU,single,13,127,127,2,12,12,1,0,0,78,0,0,6,0,0,84,0,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,25,109,6,0,1,1.0,0.0,6,9.76923076923077,2.559055118110236,6.0,11,3.415650255319866,6.461538461538462,6,1,68,0,0,0,0,0,0,0,0.7706422018348624,0.22935779816513763,8.384615384615385,6.461538461538462,1.9230769230769231,0.06602059357964869,1.0,1,71.12666000030003,1,27443.04599997122
qpeinexact_indep_qiskit_13.qasm,CPU,double,13,127,127,2,12,12,1,0,0,78,0,0,6,0,0,84,0,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,25,109,6,0,1,1.0,0.0,6,9.76923076923077,2.559055118110236,6.0,11,3.415650255319866,6.461538461538462,6,1,68,0,0,0,0,0,0,0,0.7706422018348624,0.22935779816513763,8.384615384615385,6.461538461538462,1.9230769230769231,0.06602059357964869,1.0,1,67.92908000061288,1,109943.6969999806
dj_indep_qiskit_37.qasm,CPU,single,37,150,150,1,36,36,1,36,0,0,0,0,0,0,0,36,0,0,0,0,40,0,0,0,0,0,0,0,0,33,0,0,73,109,36,0,36,1.945945945945946,5.675675675675675,1,4.054054054054054,26.886666666666663,18.5,36,10.388294694831615,0.972972972972973,18,0,0,0,0,0,0,0,0,0,0.3302752293577982,0.6697247706422018,2.945945945945946,0.972972972972973,1.972972972972973,0.01963963963963964,1.0,1,111.24142000335269,1,334345.4189997283
dj_indep_qiskit_37.qasm,CPU,double,37,150,150,1,36,36,1,36,0,0,0,0,0,0,0,36,0,0,0,0,40,0,0,0,0,0,0,0,0,33,0,0,73,109,36,0,36,1.945945945945946,5.675675675675675,1,4.054054054054054,26.886666666666663,18.5,36,10.388294694831615,0.972972972972973,18,0,0,0,0,0,0,0,0,0,0.3302752293577982,0.6697247706422018,2.945945945945946,0.972972972972973,1.972972972972973,0.01963963963963964,1.0,1,106.71762000420131,1,1461746.8519997783
wstate_indep_qiskit_22.qasm,CPU,single,22,112,112,1,22,22,1,21,21,0,0,0,0,0,0,42,0,1,0,0,0,0,0,0,0,0,42,0,0,0,0,0,43,85,42,0,2,1.9090909090909092,0.28747978728803447,1,5.090909090909091,16.696428571428573,1.0,1,0.0,1.9090909090909092,2,0,0,0,0,1,42,0,0,0,0.49411764705882355,0.5058823529411764,3.8636363636363638,1.9090909090909092,1.9545454545454546,0.03449675324675325,1.0,2,73.74650000128895,2,38867.5589999184
wstate_indep_qiskit_22.qasm,CPU,double,22,112,112,1,22,22,1,21,21,0,0,0,0,0,0,42,0,1,0,0,0,0,0,0,0,0,42,0,0,0,0,0,43,85,42,0,2,1.9090909090909092,0.28747978728803447,1,5.090909090909091,16.696428571428573,1.0,1,0.0,1.9090909090909092,2,0,0,0,0,1,42,0,0,0,0.49411764705882355,0.5058823529411764,3.8636363636363638,1.9090909090909092,1.9545454545454546,0.03449675324675325,1.0,2,68.20545999798924,2,49788.27899991302
graphstate_indep_qiskit_45.qasm,CPU,single,45,140,140,1,45,45,1,0,45,0,0,0,0,0,0,45,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,45,90,45,0,2,2.0,0.0,2,3.111111111111111,28.928571428571427,9.777777777777779,36,10.213039353664811,1.0,12,0,0,0,0,0,0,0,0,0,0.5,0.5,2.0,1.0,1.0,0.014285714285714285,1.0,6,275.14462000108324,32,306641.6119999485
ae_indep_qiskit_10.qasm,CPU,single,10,107,107,2,10,10,1,18,0,36,0,0,0,0,0,54,0,0,0,0,9,0,0,0,0,0,0,0,0,9,9,10,37,91,9,9,9,1.8,2.4000000000000004,1,10.7,4.205607476635515,4.0,8,2.581988897471611,5.4,8,1,36,0,0,0,0,0,0,0,0.6666666666666666,0.3333333333333333,8.1,5.4,2.7,0.07570093457943926,1.0,3,87.7546000003349,4,19052.080999827012
ae_indep_qiskit_10.qasm,CPU,double,10,107,107,2,10,10,1,18,0,36,0,0,0,0,0,54,0,0,0,0,9,0,0,0,0,0,0,0,0,9,9,10,37,91,9,9,9,1.8,2.4000000000000004,1,10.7,4.205607476635515,4.0,8,2.581988897471611,5.4,8,1,36,0,0,0,0,0,0,0,0.6666666666666666,0.3333333333333333,8.1,5.4,2.7,0.07570093457943926,0.995,3,125.5501199979335,4,20504.790999984834
dj_indep_qiskit_38.qasm,CPU,single,38,154,154,1,37,37,1,37,0,0,0,0,0,0,0,37,0,0,0,0,40,0,0,0,0,0,0,0,0,35,0,0,75,112,37,0,37,1.9473684210526316,5.762617133966736,1,4.052631578947368,27.636363636363637,19.0,37,10.677078252031311,0.9736842105263158,19,0,0,0,0,0,0,0,0,0,0.33035714285714285,0.6696428571428571,2.9473684210526314,0.9736842105263158,1.9736842105263157,0.019138755980861243,1.0,1,117.03854000079446,1,307081.606000138
dj_indep_qiskit_38.qasm,CPU,double,38,154,154,1,37,37,1,37,0,0,0,0,0,0,0,37,0,0,0,0,40,0,0,0,0,0,0,0,0,35,0,0,75,112,37,0,37,1.9473684210526316,5.762617133966736,1,4.052631578947368,27.636363636363637,19.0,37,10.677078252031311,0.9736842105263158,19,0,0,0,0,0,0,0,0,0,0.33035714285714285,0.6696428571428571,2.9473684210526314,0.9736842105263158,1.9736842105263157,0.019138755980861243,1.0,1,72.12904000189155,1,1594864.2999998992
graphstate_indep_qiskit_46.qasm,CPU,single,46,143,143,1,46,46,1,0,46,0,0,0,0,0,0,46,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,46,92,46,0,2,2.0,0.0,2,3.108695652173913,29.594405594405593,11.347826086956522,41,11.30836049183225,1.0,18,0,0,0,0,0,0,0,0,0,0.5,0.5,2.0,1.0,1.0,0.013986013986013986,0.995,6,362.2042800008785,32,326328.8369998918
qft_indep_qiskit_14.qasm,CPU,single,14,132,132,1,28,14,1,0,0,91,0,0,7,0,0,98,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,14,112,7,0,1,1.0,0.0,7,9.428571428571429,1.4848484848484849,7.0,13,4.0,7.0,7,1,91,0,0,0,0,0,0,0,0.875,0.125,8.0,7.0,1.0,0.06060606060606061,1.0,1,67.61414000065997,1,22393.92300019972
qft_indep_qiskit_14.qasm,CPU,double,14,132,132,1,28,14,1,0,0,91,0,0,7,0,0,98,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,14,112,7,0,1,1.0,0.0,7,9.428571428571429,1.4848484848484849,7.0,13,4.0,7.0,7,1,91,0,0,0,0,0,0,0,0.875,0.125,8.0,7.0,1.0,0.06060606060606061,1.0,1,91.58347999909893,1,86007.68300006166
wstate_indep_qiskit_23.qasm,CPU,single,23,117,117,1,23,23,1,22,22,0,0,0,0,0,0,44,0,1,0,0,0,0,0,0,0,0,44,0,0,0,0,0,45,89,44,0,2,1.9130434782608696,0.28177133471338517,1,5.086956521739131,17.495726495726494,1.0,1,0.0,1.9130434782608696,2,0,0,0,0,1,44,0,0,0,0.4943820224719101,0.5056179775280899,3.869565217391304,1.9130434782608696,1.9565217391304348,0.033073206986250464,1.0,2,73.52837999933399,2,39211.95399976568
wstate_indep_qiskit_23.qasm,CPU,double,23,117,117,1,23,23,1,22,22,0,0,0,0,0,0,44,0,1,0,0,0,0,0,0,0,0,44,0,0,0,0,0,45,89,44,0,2,1.9130434782608696,0.28177133471338517,1,5.086956521739131,17.495726495726494,1.0,1,0.0,1.9130434782608696,2,0,0,0,0,1,44,0,0,0,0.4943820224719101,0.5056179775280899,3.869565217391304,1.9130434782608696,1.9565217391304348,0.033073206986250464,1.0,2,73.50065999780782,2,48031.53699991526
dj_indep_qiskit_39.qasm,CPU,single,39,158,158,1,38,38,1,38,0,0,0,0,0,0,0,38,0,0,0,0,42,0,0,0,0,0,0,0,0,35,0,0,77,115,38,0,38,1.9487179487179487,5.848290207944925,1,4.051282051282051,28.38607594936709,19.5,38,10.965856099730654,0.9743589743589743,19,0,0,0,0,0,0,0,0,0,0.33043478260869563,0.6695652173913044,2.948717948717949,0.9743589743589743,1.9743589743589745,0.01866277182732879,1.0,1,66.75512000219896,1,346514.5389997633
dj_indep_qiskit_39.qasm,CPU,double,39,158,158,1,38,38,1,38,0,0,0,0,0,0,0,38,0,0,0,0,42,0,0,0,0,0,0,0,0,35,0,0,77,115,38,0,38,1.9487179487179487,5.848290207944925,1,4.051282051282051,28.38607594936709,19.5,38,10.965856099730654,0.9743589743589743,19,0,0,0,0,0,0,0,0,0,0.33043478260869563,0.6695652173913044,2.948717948717949,0.9743589743589743,1.9743589743589745,0.01866277182732879,1.0,1,70.66283999592997,1,1662076.8900000257
graphstate_indep_qiskit_48.qasm,CPU,single,48,149,149,1,48,48,1,0,48,0,0,0,0,0,0,48,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,48,96,48,0,2,2.0,0.0,2,3.1041666666666665,30.926174496644297,9.833333333333334,44,11.841546445554407,1.0,16,0,0,0,0,0,0,0,0,0,0.5,0.5,2.0,1.0,1.0,0.013422818791946308,0.995,7,5746.644400001969,64,466835.9679999412
qpeexact_indep_qiskit_14.qasm,CPU,single,14,140,140,2,13,13,1,0,0,88,0,0,6,0,0,94,0,1,0,0,26,0,0,0,0,0,0,0,0,0,0,0,27,121,6,0,1,1.0,0.0,6,10.0,2.7,7.0,12,3.415650255319866,6.714285714285714,6,1,80,0,0,0,0,0,0,0,0.7768595041322314,0.2231404958677686,8.642857142857142,6.714285714285714,1.9285714285714286,0.06173469387755102,1.0,1,96.78157999878749,1,32927.4710000027
qpeexact_indep_qiskit_14.qasm,CPU,double,14,140,140,2,13,13,1,0,0,88,0,0,6,0,0,94,0,1,0,0,26,0,0,0,0,0,0,0,0,0,0,0,27,121,6,0,1,1.0,0.0,6,10.0,2.7,7.0,12,3.415650255319866,6.714285714285714,6,1,80,0,0,0,0,0,0,0,0.7768595041322314,0.2231404958677686,8.642857142857142,6.714285714285714,1.9285714285714286,0.06173469387755102,1.0,1,126.42988000297919,1,152865.62199995387
dj_indep_qiskit_40.qasm,CPU,single,40,162,162,1,39,39,1,39,0,0,0,0,0,0,0,39,0,0,0,0,42,0,0,0,0,0,0,0,0,37,0,0,79,118,39,0,39,1.95,5.932748098478478,1,4.05,29.135802469135804,20.0,39,11.254628677422755,0.975,20,0,0,0,0,0,0,0,0,0,0.3305084745762712,0.6694915254237288,2.95,0.975,1.975,0.018209876543209876,1.0,1,69.11761999945156,1,339225.8540002513
dj_indep_qiskit_40.qasm,CPU,double,40,162,162,1,39,39,1,39,0,0,0,0,0,0,0,39,0,0,0,0,42,0,0,0,0,0,0,0,0,37,0,0,79,118,39,0,39,1.95,5.932748098478478,1,4.05,29.135802469135804,20.0,39,11.254628677422755,0.975,20,0,0,0,0,0,0,0,0,0,0.3305084745762712,0.6694915254237288,2.95,0.975,1.975,0.018209876543209876,1.0,1,72.75855999905616,1,1923609.92300004
portfoliovqe_indep_qiskit_9.qasm,CPU,single,9,158,158,1,9,9,1,0,108,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,36,144,36,72,8,8.0,0.0,1,17.555555555555557,8.20253164556962,3.3333333333333335,8,1.9720265943665387,12.0,60,0,0,0,0,1,36,0,0,0,0.75,0.25,16.0,12.0,4.0,0.10126582278481013,1.0,5,72.30221999925561,16,28241.789000167046
portfoliovqe_indep_qiskit_9.qasm,CPU,double,9,158,158,1,9,9,1,0,108,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,36,144,36,72,8,8.0,0.0,1,17.555555555555557,8.20253164556962,3.3333333333333335,8,1.9720265943665387,12.0,60,0,0,0,0,1,36,0,0,0,0.75,0.25,16.0,12.0,4.0,0.10126582278481013,1.0,5,105.60498000122607,16,63298.85400016792
graphstate_indep_qiskit_49.qasm,CPU,single,49,152,152,1,49,49,1,0,49,0,0,0,0,0,0,49,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,49,98,49,0,2,2.0,0.0,3,3.1020408163265305,31.592105263157897,11.551020408163266,41,11.371394875200966,1.0,18,0,0,0,0,0,0,0,0,0,0.5,0.5,2.0,1.0,1.0,0.013157894736842105,1.0,6,492.1913600002881,32,327512.5620001927
wstate_indep_qiskit_24.qasm,CPU,single,24,122,122,1,24,24,1,23,23,0,0,0,0,0,0,46,0,1,0,0,0,0,0,0,0,0,46,0,0,0,0,0,47,93,46,0,2,1.9166666666666667,0.2763853991962833,1,5.083333333333333,18.295081967213115,1.0,1,0.0,1.9166666666666667,2,0,0,0,0,1,46,0,0,0,0.4946236559139785,0.5053763440860215,3.875,1.9166666666666667,1.9583333333333333,0.031762295081967214,1.0,2,70.68258000072092,2,48607.11299988907
wstate_indep_qiskit_24.qasm,CPU,double,24,122,122,1,24,24,1,23,23,0,0,0,0,0,0,46,0,1,0,0,0,0,0,0,0,0,46,0,0,0,0,0,47,93,46,0,2,1.9166666666666667,0.2763853991962833,1,5.083333333333333,18.295081967213115,1.0,1,0.0,1.9166666666666667,2,0,0,0,0,1,46,0,0,0,0.4946236559139785,0.5053763440860215,3.875,1.9166666666666667,1.9583333333333333,0.031762295081967214,1.0,2,71.14485999918543,2,51942.02200014843
dj_indep_qiskit_41.qasm,CPU,single,41,166,166,1,40,40,1,40,0,0,0,0,0,0,0,40,0,0,0,0,42,0,0,0,0,0,0,0,0,39,0,0,81,121,40,0,40,1.951219512195122,6.016040426661796,1,4.048780487804878,29.8855421686747,20.5,40,11.543396380615196,0.975609756097561,20,0,0,0,0,0,0,0,0,0,0.3305785123966942,0.6694214876033058,2.951219512195122,0.975609756097561,1.975609756097561,0.017778430796356156,1.0,1,82.20687999855727,1,389069.95299999835
dj_indep_qiskit_41.qasm,CPU,double,41,166,166,1,40,40,1,40,0,0,0,0,0,0,0,40,0,0,0,0,42,0,0,0,0,0,0,0,0,39,0,0,81,121,40,0,40,1.951219512195122,6.016040426661796,1,4.048780487804878,29.8855421686747,20.5,40,11.543396380615196,0.975609756097561,20,0,0,0,0,0,0,0,0,0,0.3305785123966942,0.6694214876033058,2.951219512195122,0.975609756097561,1.975609756097561,0.017778430796356156,1.0,1,94.10112000186928,1,1867508.1590001355
qftentangled_indep_qiskit_14.qasm,CPU,single,14,145,145,1,14,14,1,13,0,91,0,0,7,0,0,111,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,15,126,20,0,3,2.7142857142857144,0.4517539514526257,1,10.357142857142858,2.703448275862069,3.1,13,3.7134889255254286,7.928571428571429,8,1,91,0,0,0,0,0,0,0,0.8809523809523809,0.11904761904761904,9.0,7.928571428571429,1.0714285714285714,0.06206896551724138,1.0,2,94.56352000124753,2,58216.77300002193
qftentangled_indep_qiskit_14.qasm,CPU,double,14,145,145,1,14,14,1,13,0,91,0,0,7,0,0,111,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,15,126,20,0,3,2.7142857142857144,0.4517539514526257,1,10.357142857142858,2.703448275862069,3.1,13,3.7134889255254286,7.928571428571429,8,1,91,0,0,0,0,0,0,0,0.8809523809523809,0.11904761904761904,9.0,7.928571428571429,1.0714285714285714,0.06206896551724138,1.0,2,73.59845999744721,2,116645.90000000317
graphstate_indep_qiskit_50.qasm,CPU,single,50,155,155,1,50,50,1,0,50,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,50,100,50,0,2,2.0,0.0,2,3.1,32.25806451612903,11.84,47,12.878447111356243,1.0,16,0,0,0,0,0,0,0,0,0,0.5,0.5,2.0,1.0,1.0,0.012903225806451613,1.0,6,340.2951199968811,32,370083.6140001775
qpeinexact_indep_qiskit_14.qasm,CPU,single,14,143,143,2,13,13,1,0,0,91,0,0,6,0,0,97,0,1,0,0,26,0,0,0,0,0,0,0,0,0,0,0,27,124,6,0,1,1.0,0.0,6,10.214285714285714,2.6433566433566433,7.0,12,3.415650255319866,6.928571428571429,6,1,81,0,0,0,0,0,0,0,0.782258064516129,0.21774193548387097,8.857142857142858,6.928571428571429,1.9285714285714286,0.061938061938061936,1.0,1,116.16277999710292,1,36635.26500022272
qpeinexact_indep_qiskit_14.qasm,CPU,double,14,143,143,2,13,13,1,0,0,91,0,0,6,0,0,97,0,1,0,0,26,0,0,0,0,0,0,0,0,0,0,0,27,124,6,0,1,1.0,0.0,6,10.214285714285714,2.6433566433566433,7.0,12,3.415650255319866,6.928571428571429,6,1,81,0,0,0,0,0,0,0,0.782258064516129,0.21774193548387097,8.857142857142858,6.928571428571429,1.9285714285714286,0.061938061938061936,1.0,1,68.3723199996166,1,142404.06800003257
dj_indep_qiskit_42.qasm,CPU,single,42,170,170,1,41,41,1,41,0,0,0,0,0,0,0,41,0,0,0,0,42,0,0,0,0,0,0,0,0,41,0,0,83,124,41,0,41,1.9523809523809523,6.098213559459857,1,4.0476190476190474,30.63529411764706,21.0,41,11.832159566199232,0.9761904761904762,21,0,0,0,0,0,0,0,0,0,0.33064516129032256,0.6693548387096774,2.9523809523809526,0.9761904761904762,1.9761904761904763,0.017366946778711485,1.0,1,69.23373999889009,1,412172.7880000253
dj_indep_qiskit_42.qasm,CPU,double,42,170,170,1,41,41,1,41,0,0,0,0,0,0,0,41,0,0,0,0,42,0,0,0,0,0,0,0,0,41,0,0,83,124,41,0,41,1.9523809523809523,6.098213559459857,1,4.0476190476190474,30.63529411764706,21.0,41,11.832159566199232,0.9761904761904762,21,0,0,0,0,0,0,0,0,0,0.33064516129032256,0.6693548387096774,2.9523809523809526,0.9761904761904762,1.9761904761904763,0.017366946778711485,1.0,1,79.72029999946244,1,2057430.3230000078
wstate_indep_qiskit_25.qasm,CPU,single,25,127,127,1,25,25,1,24,24,0,0,0,0,0,0,48,0,1,0,0,0,0,0,0,0,0,48,0,0,0,0,0,49,97,48,0,2,1.92,0.2712931993250107,1,5.08,19.094488188976378,1.0,1,0.0,1.92,2,0,0,0,0,1,48,0,0,0,0.4948453608247423,0.5051546391752577,3.88,1.92,1.96,0.030551181102362206,1.0,2,72.06784000154585,2,42976.4430000796
wstate_indep_qiskit_25.qasm,CPU,double,25,127,127,1,25,25,1,24,24,0,0,0,0,0,0,48,0,1,0,0,0,0,0,0,0,0,48,0,0,0,0,0,49,97,48,0,2,1.92,0.2712931993250107,1,5.08,19.094488188976378,1.0,1,0.0,1.92,2,0,0,0,0,1,48,0,0,0,0.4948453608247423,0.5051546391752577,3.88,1.92,1.96,0.030551181102362206,1.0,2,73.91098000225611,2,46456.317999982275
dj_indep_qiskit_43.qasm,CPU,single,43,174,174,1,42,42,1,42,0,0,0,0,0,0,0,42,0,0,0,0,42,0,0,0,0,0,0,0,0,43,0,0,85,127,42,0,42,1.9534883720930232,6.179310898481913,1,4.046511627906977,31.385057471264368,21.5,42,12.120918557051139,0.9767441860465116,21,0,0,0,0,0,0,0,0,0,0.33070866141732286,0.6692913385826772,2.953488372093023,0.9767441860465116,1.9767441860465116,0.016974071103982892,1.0,1,68.35552000557072,1,425660.63900012523
dj_indep_qiskit_43.qasm,CPU,double,43,174,174,1,42,42,1,42,0,0,0,0,0,0,0,42,0,0,0,0,42,0,0,0,0,0,0,0,0,43,0,0,85,127,42,0,42,1.9534883720930232,6.179310898481913,1,4.046511627906977,31.385057471264368,21.5,42,12.120918557051139,0.9767441860465116,21,0,0,0,0,0,0,0,0,0,0.33070866141732286,0.6692913385826772,2.953488372093023,0.9767441860465116,1.9767441860465116,0.016974071103982892,1.0,1,79.47552000405267,1,2121164.7949999315
ae_indep_qiskit_11.qasm,CPU,single,11,123,123,2,11,11,1,20,0,45,0,0,0,0,0,65,0,0,0,0,10,0,0,0,0,0,0,0,0,10,10,11,41,106,10,10,10,1.8181818181818181,2.5873180855923104,1,11.181818181818182,4.471544715447155,4.5,9,2.8722813232690143,5.909090909090909,10,1,45,0,0,0,0,0,0,0,0.6842105263157895,0.3157894736842105,8.636363636363637,5.909090909090909,2.727272727272727,0.07021433850702144,1.0,3,71.59749999991618,4,19049.70699979458
ae_indep_qiskit_11.qasm,CPU,double,11,123,123,2,11,11,1,20,0,45,0,0,0,0,0,65,0,0,0,0,10,0,0,0,0,0,0,0,0,10,10,11,41,106,10,10,10,1.8181818181818181,2.5873180855923104,1,11.181818181818182,4.471544715447155,4.5,9,2.8722813232690143,5.909090909090909,10,1,45,0,0,0,0,0,0,0,0.6842105263157895,0.3157894736842105,8.636363636363637,5.909090909090909,2.727272727272727,0.07021433850702144,1.0,3,71.74171999795362,4,22595.087000227068
portfolioqaoa_indep_qiskit_6.qasm,CPU,single,6,88,88,1,12,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,12,0,24,24,0,0,0,0.0,0.0,0,14.666666666666666,1.6363636363636365,0.0,0,0.0,0.0,0,0,0,0,0,1,6,0,0,0,0.0,1.0,4.0,0.0,4.0,0.045454545454545456,1.0,4,70.89784000418149,8,14099.29599991301
portfolioqaoa_indep_qiskit_6.qasm,CPU,double,6,88,88,1,12,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,12,0,24,24,0,0,0,0.0,0.0,0,14.666666666666666,1.6363636363636365,0.0,0,0.0,0.0,0,0,0,0,0,1,6,0,0,0,0.0,1.0,4.0,0.0,4.0,0.045454545454545456,1.0,4,66.31445999955758,8,26625.117999792565
qft_indep_qiskit_15.qasm,CPU,single,15,148,148,1,30,15,1,0,0,105,0,0,7,0,0,112,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,15,127,7,0,1,1.0,0.0,7,9.866666666666667,1.5202702702702702,8.0,14,4.0,7.466666666666667,7,1,105,0,0,0,0,0,0,0,0.8818897637795275,0.11811023622047244,8.466666666666667,7.466666666666667,1.0,0.057207207207207206,1.0,1,64.58314000046812,1,31076.49899990065
qft_indep_qiskit_15.qasm,CPU,double,15,148,148,1,30,15,1,0,0,105,0,0,7,0,0,112,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,15,127,7,0,1,1.0,0.0,7,9.866666666666667,1.5202702702702702,8.0,14,4.0,7.466666666666667,7,1,105,0,0,0,0,0,0,0,0.8818897637795275,0.11811023622047244,8.466666666666667,7.466666666666667,1.0,0.057207207207207206,1.0,1,101.59788000164554,1,107086.41000004718
wstate_indep_qiskit_26.qasm,CPU,single,26,132,132,1,26,26,1,25,25,0,0,0,0,0,0,50,0,1,0,0,0,0,0,0,0,0,50,0,0,0,0,0,51,101,50,0,2,1.9230769230769231,0.2664693550105965,1,5.076923076923077,19.893939393939394,1.0,1,0.0,1.9230769230769231,2,0,0,0,0,1,50,0,0,0,0.49504950495049505,0.504950495049505,3.8846153846153846,1.9230769230769231,1.9615384615384615,0.029428904428904428,1.0,2,75.6703999999445,2,48703.39899993269
wstate_indep_qiskit_26.qasm,CPU,double,26,132,132,1,26,26,1,25,25,0,0,0,0,0,0,50,0,1,0,0,0,0,0,0,0,0,50,0,0,0,0,0,51,101,50,0,2,1.9230769230769231,0.2664693550105965,1,5.076923076923077,19.893939393939394,1.0,1,0.0,1.9230769230769231,2,0,0,0,0,1,50,0,0,0,0.49504950495049505,0.504950495049505,3.8846153846153846,1.9230769230769231,1.9615384615384615,0.029428904428904428,1.0,2,72.04299999866635,2,50337.79699995648
dj_indep_qiskit_44.qasm,CPU,single,44,178,178,1,43,43,1,43,0,0,0,0,0,0,0,43,0,0,0,0,42,0,0,0,0,0,0,0,0,45,0,0,87,130,43,0,43,1.9545454545454546,6.259373136833727,1,4.045454545454546,32.13483146067416,22.0,43,12.409673645990857,0.9772727272727273,22,0,0,0,0,0,0,0,0,0,0.33076923076923076,0.6692307692307692,2.9545454545454546,0.9772727272727273,1.9772727272727273,0.016598569969356484,1.0,1,68.55191999929957,1,442588.4510000469
dj_indep_qiskit_44.qasm,CPU,double,44,178,178,1,43,43,1,43,0,0,0,0,0,0,0,43,0,0,0,0,42,0,0,0,0,0,0,0,0,45,0,0,87,130,43,0,43,1.9545454545454546,6.259373136833727,1,4.045454545454546,32.13483146067416,22.0,43,12.409673645990857,0.9772727272727273,22,0,0,0,0,0,0,0,0,0,0.33076923076923076,0.6692307692307692,2.9545454545454546,0.9772727272727273,1.9772727272727273,0.016598569969356484,1.0,1,82.0262199966237,1,2265562.3279997963
dj_indep_qiskit_45.qasm,CPU,single,45,182,182,1,44,44,1,44,0,0,0,0,0,0,0,44,0,0,0,0,44,0,0,0,0,0,0,0,0,45,0,0,89,133,44,0,44,1.9555555555555555,6.3384384882347655,1,4.044444444444444,32.88461538461539,22.5,44,12.698425099200294,0.9777777777777777,22,0,0,0,0,0,0,0,0,0,0.3308270676691729,0.6691729323308271,2.9555555555555557,0.9777777777777777,1.9777777777777779,0.01623931623931624,1.0,1,71.11364000011235,1,448786.6220000433
dj_indep_qiskit_45.qasm,CPU,double,45,182,182,1,44,44,1,44,0,0,0,0,0,0,0,44,0,0,0,0,44,0,0,0,0,0,0,0,0,45,0,0,89,133,44,0,44,1.9555555555555555,6.3384384882347655,1,4.044444444444444,32.88461538461539,22.5,44,12.698425099200294,0.9777777777777777,22,0,0,0,0,0,0,0,0,0,0.3308270676691729,0.6691729323308271,2.9555555555555557,0.9777777777777777,1.9777777777777779,0.01623931623931624,1.0,1,79.9877000041306,1,2252458.235999802
wstate_indep_qiskit_27.qasm,CPU,single,27,137,137,1,27,27,1,26,26,0,0,0,0,0,0,52,0,1,0,0,0,0,0,0,0,0,52,0,0,0,0,0,53,105,52,0,2,1.9259259259259258,0.2618914004394621,1,5.074074074074074,20.693430656934304,1.0,1,0.0,1.9259259259259258,2,0,0,0,0,1,52,0,0,0,0.49523809523809526,0.5047619047619047,3.888888888888889,1.9259259259259258,1.962962962962963,0.028386050283860504,1.0,2,79.77242000051774,2,48628.45199997537
wstate_indep_qiskit_27.qasm,CPU,double,27,137,137,1,27,27,1,26,26,0,0,0,0,0,0,52,0,1,0,0,0,0,0,0,0,0,52,0,0,0,0,0,53,105,52,0,2,1.9259259259259258,0.2618914004394621,1,5.074074074074074,20.693430656934304,1.0,1,0.0,1.9259259259259258,2,0,0,0,0,1,52,0,0,0,0.49523809523809526,0.5047619047619047,3.888888888888889,1.9259259259259258,1.962962962962963,0.028386050283860504,1.0,2,77.9997400008142,2,53068.94899986219
